page,weight,word,evidence,question,sentence,final
John Donne,-0.03,13,"{'confidence': -0.027477421000000002, 'final': False}",15,3,False
John Milton,-0.26,19,"{'confidence': -0.2598342077, 'final': False}",15,3,False
John Milton,-0.06,21,"{'confidence': -0.056438127815, 'final': False}",15,3,False
Edmund Spenser,-0.18,8,"{'confidence': -0.183168827429, 'final': False}",15,4,False
Christopher Marlowe,-0.00,14,"{'confidence': -0.0001199304181, 'final': True}",15,4,True
Christopher Marlowe,-0.00,21,"{'confidence': -0.0012763815414125002, 'final': True}",15,4,True
Christopher Marlowe,-0.00,8,"{'confidence': -9.6103286e-07, 'final': True}",15,5,True
Christopher Marlowe,-0.00,13,"{'confidence': -8.072253175e-06, 'final': True}",15,5,True
Christopher Marlowe,-0.00,19,"{'confidence': -2.9166947249999998e-06, 'final': True}",15,5,True
Christopher Marlowe,-0.00,19,"{'confidence': -2.9166947249999998e-06, 'final': True}",15,5,True
Herbert,-0.28,8,"{'confidence': -0.27869866025949996, 'final': False}",16,0,False
Burns,-0.30,14,"{'confidence': -0.30238952561182497, 'final': False}",16,0,False
Burns,-0.04,21,"{'confidence': -0.038142906806325, 'final': False}",16,0,False
Burns,-0.04,24,"{'confidence': -0.044231511519200004, 'final': False}",16,0,False
Burns,-0.09,7,"{'confidence': -0.086378596806325, 'final': False}",16,1,False
Burns,-0.01,14,"{'confidence': -0.00508496343, 'final': False}",16,1,False
Heaney,-0.11,19,"{'confidence': -0.1088156126484, 'final': False}",16,1,False
Heaney,-0.00,8,"{'confidence': -0.0016152188357, 'final': True}",16,2,True
Heaney,-0.01,13,"{'confidence': -0.01039419323195, 'final': False}",16,2,False
Heaney,-0.00,21,"{'confidence': -0.0028077562966, 'final': True}",16,2,True
Heaney,-0.01,27,"{'confidence': -0.0121109028705, 'final': False}",16,2,False
Seamus Heaney,-0.10,28,"{'confidence': -0.10478118315673751, 'final': False}",16,2,False
Heaney,-0.09,8,"{'confidence': -0.088902458621, 'final': False}",16,3,False
Heaney,-0.03,13,"{'confidence': -0.0272379722411, 'final': False}",16,3,False
Heaney,-0.36,20,"{'confidence': -0.3557378734448, 'final': False}",16,3,False
Burns,-0.04,22,"{'confidence': -0.0365705372962, 'final': False}",16,3,False
Burns,-0.01,7,"{'confidence': -0.00791798423195, 'final': False}",16,4,False
Burns,-0.01,13,"{'confidence': -0.00804006, 'final': False}",16,4,False
Burns,-0.00,19,"{'confidence': -0.000230289165, 'final': True}",16,4,True
Burns,-0.00,21,"{'confidence': -0.00150602685, 'final': True}",16,4,True
Burns,-0.00,21,"{'confidence': -0.00150602685, 'final': True}",16,4,True
Macbeth,-0.46,7,"{'confidence': -0.4570579280466, 'final': False}",17,0,False
Much Ado About Nothing,-0.04,12,"{'confidence': -0.042666575959500005, 'final': False}",17,0,False
The Country Wife,-0.42,18,"{'confidence': -0.42330801813666663, 'final': False}",17,0,False
The Rover (play),-0.05,8,"{'confidence': -0.05479889194117001, 'final': False}",17,1,False
Macbeth,-0.04,14,"{'confidence': -0.039460237824649996, 'final': False}",17,1,False
The Miser,-0.27,18,"{'confidence': -0.2666617076666667, 'final': False}",17,1,False
Volpone,-0.39,23,"{'confidence': -0.392498171806325, 'final': False}",17,1,False
The Rover (play),-0.36,7,"{'confidence': -0.3586237131814599, 'final': False}",17,2,False
The Rover (play),-0.04,13,"{'confidence': -0.038920445456387995, 'final': False}",17,2,False
The Rover (play),-0.05,18,"{'confidence': -0.053841689325905995, 'final': False}",17,2,False
Much Ado About Nothing,-0.18,25,"{'confidence': -0.177710658225066, 'final': False}",17,2,False
All's Well That Ends Well,-0.08,6,"{'confidence': -0.08215544843926334, 'final': False}",17,3,False
All's Well That Ends Well,-0.00,13,"{'confidence': -2.5131483666666666e-06, 'final': True}",17,3,True
All's Well That Ends Well,-0.00,18,"{'confidence': -3.0818337416666668e-06, 'final': True}",17,3,True
All's Well That Ends Well,-0.00,19,"{'confidence': -1.3012445050000001e-06, 'final': True}",17,3,True
All's Well That Ends Well,-0.00,6,"{'confidence': -5.388221666666667e-07, 'final': True}",17,4,True
All's Well That Ends Well,-0.00,12,"{'confidence': -1.3211117216666668e-06, 'final': True}",17,4,True
All's Well That Ends Well,-0.00,16,"{'confidence': -2.6321033333333333e-07, 'final': True}",17,4,True
All's Well That Ends Well,-0.00,21,"{'confidence': -1.09763599e-06, 'final': True}",17,4,True
All's Well That Ends Well,-0.00,22,"{'confidence': -1.2413938333333334e-07, 'final': True}",17,4,True
All's Well That Ends Well,-0.00,22,"{'confidence': -1.2413938333333334e-07, 'final': True}",17,4,True
Gao Xingjian,-0.00,8,"{'confidence': -2.4436005259999998e-06, 'final': False}",18,0,False
Gao Xingjian,-0.00,13,"{'confidence': -8.075488500000001e-07, 'final': True}",18,0,True
Haruki Murakami,-0.00,20,"{'confidence': -0.002609941259266, 'final': True}",18,0,True
Haruki Murakami,-0.05,24,"{'confidence': -0.05102194008619999, 'final': False}",18,0,False
None,-0.29,7,"{'confidence': -0.29464012, 'final': False}",18,1,False
Ambrose Bierce,-0.09,14,"{'confidence': -0.0898562744401625, 'final': False}",18,1,False
Guillaume Apollinaire,-0.08,20,"{'confidence': -0.07989291270333, 'final': False}",18,1,False
Peter Carey (novelist),-0.22,28,"{'confidence': -0.2168505877503333, 'final': False}",18,1,False
Peter Carey (novelist),-0.00,30,"{'confidence': -0.004203857420273334, 'final': False}",18,1,False
Peter Carey (novelist),-0.00,7,"{'confidence': -0.0016471336927583334, 'final': True}",18,2,True
Peter Carey (novelist),-0.04,14,"{'confidence': -0.042035212829038326, 'final': False}",18,2,False
Peter Carey (novelist),-0.01,22,"{'confidence': -0.009198977477466667, 'final': False}",18,2,False
Peter Carey (novelist),-0.01,24,"{'confidence': -0.0061273702984966675, 'final': False}",18,2,False
Peter Carey (novelist),-0.00,6,"{'confidence': -0.0028667216172549997, 'final': True}",18,3,True
Peter Carey (novelist),-0.00,11,"{'confidence': -0.0013198921476883334, 'final': True}",18,3,True
Peter Carey (novelist),-0.00,5,"{'confidence': -0.0022900433377216665, 'final': True}",18,4,True
Peter Carey (novelist),-0.00,13,"{'confidence': -0.00022910411005, 'final': True}",18,4,True
Peter Carey (novelist),-0.00,18,"{'confidence': -0.0030124902379750004, 'final': False}",18,4,False
Peter Carey (novelist),-0.00,26,"{'confidence': -0.000566354764025, 'final': True}",18,4,True
Peter Carey (novelist),-0.00,30,"{'confidence': -0.00044703465350833335, 'final': True}",18,4,True
Peter Carey (novelist),-0.00,30,"{'confidence': -0.00044703465350833335, 'final': True}",18,4,True
The Canterbury Tales,-0.04,9,"{'confidence': -0.04324451087211, 'final': False}",19,0,False
Ulysses (novel),-0.07,14,"{'confidence': -0.06507573366396875, 'final': False}",19,0,False
White Teeth,-0.01,17,"{'confidence': -0.00594181, 'final': False}",19,0,False
White Teeth (novel),-0.09,5,"{'confidence': -0.08886892503748334, 'final': False}",19,1,False
White Teeth (novel),-0.13,12,"{'confidence': -0.13371496085249998, 'final': False}",19,1,False
White Teeth (novel),-0.12,19,"{'confidence': -0.119386336901275, 'final': False}",19,1,False
White Teeth,-0.02,26,"{'confidence': -0.020767306806325003, 'final': False}",19,1,False
White Teeth (novel),-0.11,32,"{'confidence': -0.11106317110450499, 'final': False}",19,1,False
The Good Samaritan,-0.07,8,"{'confidence': -0.069027539437, 'final': False}",19,2,False
The Wife of Bath's Tale,-0.06,15,"{'confidence': -0.05533922792333334, 'final': False}",19,2,False
The Canterbury Tales,-0.34,21,"{'confidence': -0.33780342707455, 'final': False}",19,2,False
The Wife of Bath's Tale,-0.01,7,"{'confidence': -0.011549474189166666, 'final': False}",19,3,False
The Wife of Bath's Tale,-0.00,14,"{'confidence': -0.0017498435206999999, 'final': True}",19,3,True
The Wife of Bath's Tale,-0.00,16,"{'confidence': -0.0012465274160499999, 'final': True}",19,3,True
The Wife of Bath's Tale,-0.01,7,"{'confidence': -0.014206807345833334, 'final': False}",19,4,False
The Wife of Bath's Tale,-0.00,14,"{'confidence': -1.6690918715e-05, 'final': True}",19,4,True
The Wife of Bath's Tale,-0.00,20,"{'confidence': -1.4763792658333333e-05, 'final': True}",19,4,True
The Wife of Bath's Tale,-0.00,25,"{'confidence': -2.1379595775e-05, 'final': True}",19,4,True
The Wife of Bath's Tale,-0.00,29,"{'confidence': -8.736542193333336e-06, 'final': True}",19,4,True
The Wife of Bath's Tale,-0.00,29,"{'confidence': -8.736542193333336e-06, 'final': True}",19,4,True
Ernest Hemingway,-0.08,6,"{'confidence': -0.081752311361, 'final': False}",20,0,False
John Maynard Keynes,-0.00,12,"{'confidence': -0.0005124307119875, 'final': True}",20,0,True
Bleak House,-0.25,19,"{'confidence': -0.24576479070675003, 'final': False}",20,0,False
Humpty Dumpty,-0.22,25,"{'confidence': -0.22401755459783249, 'final': False}",20,0,False
Humphrey,-0.56,8,"{'confidence': -0.5597388493333334, 'final': False}",20,1,False
Humbert Humbert,-0.67,15,"{'confidence': -0.6723446510377199, 'final': False}",20,1,False
Jarndyce and Jarndyce,-0.18,21,"{'confidence': -0.17778249989136444, 'final': False}",20,1,False
Charles Dickens,-1.08,27,"{'confidence': -1.08132268, 'final': False}",20,1,False
Thomas,-0.00,35,"{'confidence': -0.0012417807, 'final': True}",20,1,True
Thomas,-0.00,40,"{'confidence': -0.00145213605, 'final': True}",20,1,True
Thomas,-0.00,43,"{'confidence': -0.0018558720080000001, 'final': True}",20,1,True
Thomas,-0.02,9,"{'confidence': -0.0197847783, 'final': False}",20,2,False
Thomas,-0.12,16,"{'confidence': -0.11954176435, 'final': False}",20,2,False
Thomas (name),-0.07,7,"{'confidence': -0.070364445976975, 'final': False}",20,3,False
Thomas,-0.00,14,"{'confidence': -0.0018660488, 'final': True}",20,3,True
Thomas,-0.21,22,"{'confidence': -0.20631529640000001, 'final': False}",20,3,False
Thomas,-0.09,23,"{'confidence': -0.08911505926499999, 'final': False}",20,3,False
Thomas,-0.00,8,"{'confidence': -0.000839535262, 'final': True}",20,4,True
Thomas,-0.00,13,"{'confidence': -0.000500547335, 'final': True}",20,4,True
Thomas,-0.00,16,"{'confidence': -0.001099147227, 'final': True}",20,4,True
Thomas,-0.00,16,"{'confidence': -0.001099147227, 'final': True}",20,4,True
Frances Burney,-0.00,7,"{'confidence': -0.00017338068316249998, 'final': False}",21,0,False
Louisa May Alcott,-0.04,13,"{'confidence': -0.03895369749473, 'final': False}",21,0,False
Jane Austen,-0.40,19,"{'confidence': -0.39929927320421665, 'final': False}",21,0,False
Cao Xueqin,-0.19,24,"{'confidence': -0.18806467628760495, 'final': False}",21,0,False
Emily Dickinson,-0.42,9,"{'confidence': -0.42005529245, 'final': False}",21,1,False
Jorge Luis Borges,-0.01,15,"{'confidence': -0.00913916193593, 'final': False}",21,1,False
Elizabeth Barrett Browning,-0.00,19,"{'confidence': -4.2801335e-06, 'final': True}",21,1,True
Elizabeth Barrett Browning,-0.00,23,"{'confidence': -8.53027875e-07, 'final': True}",21,1,True
Elizabeth Barrett Browning,-0.00,28,"{'confidence': -7.93426075e-07, 'final': True}",21,1,True
Elizabeth Barrett Browning,-0.00,7,"{'confidence': -3.7621325e-07, 'final': True}",21,2,True
Elizabeth Barrett Browning,-0.00,13,"{'confidence': -1.7954585e-06, 'final': True}",21,2,True
Elizabeth Barrett Browning,-0.00,20,"{'confidence': -2.868105e-07, 'final': True}",21,2,True
Elizabeth Barrett Browning,-0.00,21,"{'confidence': -3.16611425e-07, 'final': True}",21,2,True
Elizabeth Barrett Browning,-0.00,8,"{'confidence': -2.331875e-06, 'final': True}",21,3,True
Elizabeth Barrett Browning,-0.00,15,"{'confidence': -1.67606825e-07, 'final': True}",21,3,True
Elizabeth Barrett Browning,-0.00,17,"{'confidence': -3.054127375e-07, 'final': True}",21,3,True
Elizabeth Barrett Browning,-0.00,8,"{'confidence': -6.332228e-07, 'final': True}",21,4,True
Elizabeth Barrett Browning,-0.00,11,"{'confidence': -2.868105e-07, 'final': True}",21,4,True
Elizabeth Barrett Browning,-0.00,11,"{'confidence': -2.868105e-07, 'final': True}",21,4,True
None,-0.65,6,"{'confidence': -0.645528, 'final': False}",22,0,False
The Grapes of Wrath,-0.43,13,"{'confidence': -0.4327342400333, 'final': False}",22,0,False
Les Misérables,-0.01,19,"{'confidence': -0.007716370921932499, 'final': False}",22,0,False
The Road,-0.80,26,"{'confidence': -0.803993675, 'final': False}",22,0,False
None,-0.59,34,"{'confidence': -0.5909439, 'final': False}",22,0,False
The Catcher in the Rye,-0.21,6,"{'confidence': -0.20711648887937859, 'final': False}",22,1,False
Brave New World,-0.10,13,"{'confidence': -0.09593706443166, 'final': False}",22,1,False
Brave New World,-0.11,18,"{'confidence': -0.10931074152, 'final': False}",22,1,False
Virginia Woolf,-0.21,23,"{'confidence': -0.20936871550688, 'final': False}",22,1,False
Virginia Woolf,-0.04,24,"{'confidence': -0.04337157285246667, 'final': False}",22,1,False
A Room of One's Own,-0.00,7,"{'confidence': -0.0006483945323833333, 'final': True}",22,2,True
A Room of One's Own,-0.00,13,"{'confidence': -1.4684323316666668e-05, 'final': True}",22,2,True
A Room of One's Own,-0.00,17,"{'confidence': -3.6579845883333333e-06, 'final': True}",22,2,True
A Room of One's Own,-0.00,18,"{'confidence': -5.095894371666666e-06, 'final': True}",22,2,True
A Room of One's Own,-0.00,7,"{'confidence': -4.611613933333333e-06, 'final': True}",22,3,True
A Room of One's Own,-0.00,12,"{'confidence': -6.335131350000001e-06, 'final': True}",22,3,True
A Room of One's Own,-0.00,19,"{'confidence': -7.524264666666666e-07, 'final': True}",22,3,True
A Room of One's Own,-0.00,20,"{'confidence': -7.126919333333334e-07, 'final': True}",22,3,True
A Room of One's Own,-0.00,20,"{'confidence': -7.126919333333334e-07, 'final': True}",22,3,True
Translation (literary),-0.21,5,"{'confidence': -0.2051792442814, 'final': False}",23,0,False
William Shakespeare,-0.19,13,"{'confidence': -0.193504325275, 'final': False}",23,0,False
William Shakespeare,-0.01,20,"{'confidence': -0.006866784111825, 'final': False}",23,0,False
Jules Verne,-0.18,26,"{'confidence': -0.1764235133109125, 'final': False}",23,0,False
Sir Thomas Wyatt,-0.02,32,"{'confidence': -0.021518615239999997, 'final': False}",23,0,False
Petrarch,-0.22,38,"{'confidence': -0.21919228104620003, 'final': False}",23,0,False
William Shakespeare,-0.09,6,"{'confidence': -0.085018833589, 'final': False}",23,1,False
William Shakespeare,-0.39,5,"{'confidence': -0.3867303668025, 'final': False}",23,2,False
William Shakespeare,-0.06,12,"{'confidence': -0.0580024827595, 'final': False}",23,2,False
William Shakespeare,-0.06,16,"{'confidence': -0.0559060873155, 'final': False}",23,2,False
Petrarch,-0.04,22,"{'confidence': -0.03563031869221, 'final': False}",23,2,False
Petrarch,-0.00,7,"{'confidence': -0.0010069606922666666, 'final': True}",23,3,True
Petrarch,-0.00,13,"{'confidence': -3.219486088333333e-05, 'final': True}",23,3,True
Petrarch,-0.00,19,"{'confidence': -0.0008216767708833333, 'final': True}",23,3,True
Petrarch,-0.00,23,"{'confidence': -0.004325432938776667, 'final': False}",23,3,False
Petrarch,-0.00,8,"{'confidence': -0.0007623087, 'final': True}",23,4,True
Petrarch,-0.00,12,"{'confidence': -0.00024168669999999998, 'final': True}",23,4,True
Petrarch,-0.00,14,"{'confidence': -2.6174204166666667e-06, 'final': True}",23,4,True
Petrarch,-0.00,14,"{'confidence': -2.6174204166666667e-06, 'final': True}",23,4,True
Reminiscence (psychology),-0.07,6,"{'confidence': -0.06937913690091249, 'final': False}",24,0,False
The Cherry Orchard,-0.03,12,"{'confidence': -0.02889489337576667, 'final': False}",24,0,False
Mother Courage and Her Children,-0.00,17,"{'confidence': -9.84318653e-06, 'final': True}",24,0,True
Mother Courage and Her Children,-0.00,22,"{'confidence': -0.00012703888971999998, 'final': True}",24,0,True
Mother Courage and Her Children,-0.00,30,"{'confidence': -1.3443136659999999e-05, 'final': True}",24,0,True
Mother Courage and Her Children,-0.00,31,"{'confidence': -0.00016556740153, 'final': True}",24,0,True
Mother Courage and Her Children,-0.00,8,"{'confidence': -2.264566053e-05, 'final': True}",24,1,True
Mother Courage and Her Children,-0.00,15,"{'confidence': -5.4833009060000005e-05, 'final': True}",24,1,True
Mother Courage and Her Children,-0.00,20,"{'confidence': -0.00012469501573, 'final': True}",24,1,True
The Cherry Orchard,-0.47,9,"{'confidence': -0.4730631645375499, 'final': False}",24,2,False
Mother Courage and Her Children,-0.00,15,"{'confidence': -9.2675255e-07, 'final': True}",24,2,True
Mother Courage and Her Children,-0.00,19,"{'confidence': -1.07875586e-06, 'final': True}",24,2,True
Mother Courage and Her Children,-0.00,20,"{'confidence': -1.00723364e-06, 'final': True}",24,2,True
Mother Courage and Her Children,-0.00,7,"{'confidence': -1.77013714e-06, 'final': True}",24,3,True
Mother Courage and Her Children,-0.00,13,"{'confidence': -4.9169644e-07, 'final': True}",24,3,True
Mother Courage and Her Children,-0.00,19,"{'confidence': -3.2481132e-07, 'final': True}",24,3,True
Mother Courage and Her Children,-0.00,8,"{'confidence': -7.270677e-07, 'final': True}",24,4,True
Mother Courage and Her Children,-0.00,14,"{'confidence': -1.81766928e-07, 'final': True}",24,4,True
Mother Courage and Her Children,-0.00,20,"{'confidence': -2.20489466e-07, 'final': True}",24,4,True
Mother Courage and Her Children,-0.00,24,"{'confidence': -2.6817092e-07, 'final': True}",24,4,True
Mother Courage and Her Children,-0.00,24,"{'confidence': -2.6817092e-07, 'final': True}",24,4,True
Rebecca,-0.00,7,"{'confidence': -5.69941573e-05, 'final': False}",25,0,False
Steppenwolf (novel),-0.00,14,"{'confidence': -5.040317945e-05, 'final': True}",25,0,True
Steppenwolf (novel),-0.00,20,"{'confidence': -9.484095256249999e-06, 'final': True}",25,0,True
Steppenwolf (novel),-0.00,7,"{'confidence': -3.6532686453750005e-05, 'final': True}",25,1,True
